id,title,abstract,authors,keywords,organization_affiliated
0bbf4abe22b6486cba10923b03ed346a,Selfpowered H 2 production with bifunctional hydrazine as sole consumable,"Splitting hydrazine into H2 and N2 by electrocatalyzing hydrogen evolution and hydrazine oxidation reactions is promising for replacing fossil energy with H2. However, current hydrazine splitting is achieved using external powers to drive the two reactions, which is inapplicable to outdoor use. Here, Fedoped CoS2 nanosheets are developed as a bifunctional electrocatalyst for the two reactions, by which direct hydrazine fuel cells and overallhydrazinesplitting units are realized and integrated to form a selfpowered H2 production system. Without external powers, this system employs hydrazine bifunctionally as the fuel of direct hydrazine fuel cell and the splitting target, namely a sole consumable, and exhibits an H2 evolution rate of 9.95 mmol h1, a 98% Faradaic efficiency and a 20h stability, all comparable to the best reported for selfpowered water splitting. These performances are due to that Fe doping decreases the freeenergy changes of H adsorption and adsorbed NH2NH2 dehydrogenation on CoS2. While water electrolysis provides an attractive means to produce highenergy hydrogen (H2), the process imposes significant material overpotential barriers. Here, authors employ the morefacile hydrazine splitting reaction, coupled to a hydrazine fuel cell, to perform selfpowered H2 evolution.",Xijun Liu; Jia He; Shunzheng Zhao; Yunpeng Liu; Zhe Zhao; Jun Luo; Guangzhi Hu; Xiaoming Sun; Yi Ding,Electrocatalysis; Fuel cells; Heterogeneous catalysis; Nanoscale materials,"Center for Electron Microscopy and Tianjin Key Lab of Advanced Functional Porous Materials, Institute for New Energy Materials  LowCarbon Technologies, School of Materials, Tianjin University of Technology, Tianjin, China; Center for Electron Microscopy and Tianjin Key Lab of Advanced Functional Porous Materials, Institute for New Energy Materials  LowCarbon Technologies, School of Materials, Tianjin University of Technology, Tianjin, China; Department of Environmental Engineering, University of Science and Technology Beijing, Beijing, China; Institute of High Energy Physics, Chinese Academy of Sciences, Beijing, China; Center for Electron Microscopy and Tianjin Key Lab of Advanced Functional Porous Materials, Institute for New Energy Materials  LowCarbon Technologies, School of Materials, Tianjin University of Technology, Tianjin, China; Center for Electron Microscopy and Tianjin Key Lab of Advanced Functional Porous Materials, Institute for New Energy Materials  LowCarbon Technologies, School of Materials, Tianjin University of Technology, Tianjin, China; Key Lab for Chemistry of Plant Resources in Arid Regions, State Key Lab for Basis of Xinjiang Indigenous Medicinal Plants Resource Utilization, Xinjiang Technical Institute of Physics and Chemistry, Chinese Academy of Sciences, Urumqi, China; State Key Lab of Chemical Resource Engineering, Beijing University of Chemical Technology, Beijing, China; Center for Electron Microscopy and Tianjin Key Lab of Advanced Functional Porous Materials, Institute for New Energy Materials  LowCarbon Technologies, School of Materials, Tianjin University of Technology, Tianjin, China"
85b4f43c36fe4ac49c5ef5be1b904d5f,Sesquiterpene cyclizations catalysed inside the resorcinarene capsule and application in the short synthesis of isolongifolene and isolongifolenone,"Terpenes constitute the largest class of natural products and serve as an important source for medicinal treatments. Despite constant progress in chemical synthesis, the construction of complex polycyclic sesqui and diterpene scaffolds remains challenging. However, natural cyclase enzymes are able to form the whole variety of terpene structures from just a handful of linear precursors. Manmade catalysts able to mimic such natural enzymes are lacking. Here, we describe examples of sesquiterpene cyclizations inside an enzymemimicking supramolecular catalyst. This strategy allowed the formation of the tricyclic sesquiterpene isolongifolene in only four steps. The mechanism of the catalysed cyclization reaction was elucidated using 13Clabelling studies and density functional theory calculations. The synthesis of complex terpene compounds in the laboratory using manmade catalysts has proven to be much more complicated than in nature. Now, Tiefenbacher and coworkers report the use of an enzymemimicking supramolecular catalyst for the efficient and short synthesis of tricyclic sesquiterpenes.
                  
                    
                  
                ",Qi Zhang; Jan Rinkel; Bernd Goldfuss; Jeroen S. Dickschat; Konrad Tiefenbacher,Catalytic mechanisms; Homogeneous catalysis; Molecular capsules; Natural product synthesis,"Department of Chemistry, University of Basel, Basel, Switzerland; Kekule Institute of Organic Chemistry and Biochemistry, University of Bonn, Bonn, Germany; Institut fur Organische Chemie, Universitat zu Koln, Cologne, Germany; Kekule Institute of Organic Chemistry and Biochemistry, University of Bonn, Bonn, Germany; Department of Chemistry, University of Basel, Basel, Switzerland; Department of Biosystems Science and Engineering, ETH Zurich, Basel, Switzerland"
a63066b258da41b896eee1ca27054e19,Colossal barocaloric effects near room temperature in plastic crystals of neopentylglycol,"There is currently great interest in replacing the harmful volatile hydrofluorocarbon fluids used in refrigeration and airconditioning with solid materials that display magnetocaloric, electrocaloric or mechanocaloric effects. However, the fielddriven thermal changes in all of these caloric materials fall short with respect to their fluid counterparts. Here we show that plastic crystals of neopentylglycol (CH3)2C(CH2OH)2 display extremely large pressuredriven thermal changes near room temperature due to molecular reconfiguration, that these changes outperform those observed in any type of caloric material, and that these changes are comparable with those exploited commercially in hydrofluorocarbons. Our discovery of colossal barocaloric effects in a plastic crystal should bring barocaloric materials to the forefront of research and development in order to achieve safe environmentally friendly cooling without compromising performance. There is great interest, in refrigeration technology, in replacing harmful volatile hydrofluorocarbons with solid materials. Here the authors show that commercially available plastic crystal neopentylglycol displays colossal and reversible barocaloric effects comparable with those exploited in hydrofluorocarbons, which make it suitable for application.",P. Lloveras; A. Aznar; M. Barrio; Ph. Negrier; C. Popescu; A. Planes; L. Manosa; E. SternTaulats; A. Avramenko; N. D. Mathur; X. Moya; J.Ll. Tamarit,Materials for energy and catalysis; Phase transitions and critical phenomena; Physical chemistry,"Grup de Caracterizacio de Materials, Departament de Fisica, EEBE and Barcelona Research Center in Multiscale Science and Engineering, Universitat Politecnica de Catalunya, Eduard Maristany, 1014, Barcelona, Spain; Grup de Caracterizacio de Materials, Departament de Fisica, EEBE and Barcelona Research Center in Multiscale Science and Engineering, Universitat Politecnica de Catalunya, Eduard Maristany, 1014, Barcelona, Spain; Grup de Caracterizacio de Materials, Departament de Fisica, EEBE and Barcelona Research Center in Multiscale Science and Engineering, Universitat Politecnica de Catalunya, Eduard Maristany, 1014, Barcelona, Spain; Universite de Bordeaux, LOMA, UMR 5798, Talence, France; CELLSALBA Synchrotron, E08290 Cerdanyola del Valles, Barcelona, Spain; Departament de Fisica de la Materia Condensada, Facultat de Fisica, Universitat de Barcelona, Marti i Franques 1, Barcelona, Spain; Departament de Fisica de la Materia Condensada, Facultat de Fisica, Universitat de Barcelona, Marti i Franques 1, Barcelona, Spain; Department of Materials Science, University of Cambridge, Cambridge, UK; Department of Materials Science, University of Cambridge, Cambridge, UK; Department of Materials Science, University of Cambridge, Cambridge, UK; Department of Materials Science, University of Cambridge, Cambridge, UK; Grup de Caracterizacio de Materials, Departament de Fisica, EEBE and Barcelona Research Center in Multiscale Science and Engineering, Universitat Politecnica de Catalunya, Eduard Maristany, 1014, Barcelona, Spain"
db3453bd7bb34371b584c9d254949a0d,Fungi in aquatic ecosystems,"Fungi are phylogenetically and functionally diverse ubiquitous components of almost all ecosystems on Earth, including aquatic environments stretching from high montane lakes down to the deep ocean. Aquatic ecosystems, however, remain frequently overlooked as fungal habitats, although fungi potentially hold important roles for organic matter cycling and food web dynamics. Recent methodological improvements have facilitated a greater appreciation of the importance of fungi in many aquatic systems, yet a conceptual framework is still missing. In this Review, we conceptualize the spatiotemporal dimensions, diversity, functions and organismic interactions of fungi in structuring aquatic food webs. We focus on currently unexplored fungal diversity, highlighting poorly understood ecosystems, including emerging artificial aquatic habitats. In this Review, Grossart and colleagues conceptualize the spatiotemporal dimensions, diversity, functions and organismic interactions of fungi in structuring aquatic food webs. They focus on currently unexplored aquatic fungal diversity, highlighting poorly understood ecosystems, including emerging artificial aquatic habitats.",HansPeter Grossart; Silke Van den Wyngaert; Maiko Kagami; Christian Wurzbacher; Michael Cunliffe; Keilor RojasJimenez,Biogeochemistry; Fungal biology; Fungal ecology; Microbial ecology,"Department of Experimental Limnology, Leibniz Institute of Freshwater Ecology and Inland Fisheries, Stechlin, Germany; Institute of Biochemistry and Biology, Potsdam University, Potsdam, Germany; Department of Experimental Limnology, Leibniz Institute of Freshwater Ecology and Inland Fisheries, Stechlin, Germany; Yokohama National University, Graduate School of Environment and Information Sciences, Hodogayaku, Yokohama, Japan; Chair of Urban Water Systems Engineering, Technical University of Munich, Garching, Germany; Marine Biological Association of the United Kingdom, The Laboratory, Citadel Hill, Plymouth, Devon, UK; School of Biological and Marine Sciences, University of Plymouth, Drake Circus, Plymouth, Devon, UK; Escuela de Biologia, Universidad de Costa Rica, San Pedro, San Jose, Costa Rica"
9324204b0f294cd3becc2a58f21cbc70,Cancerassociated fibroblasts enhance tumorassociated macrophages enrichment and suppress NK cells function in colorectal cancer,"Cancerassociated fibroblasts (CAFs) and tumorassociated macrophages (TAMs) are important components of the tumor microenvironment, which have been reported to localize in colorectal carcinomas where they promote tumor progression. One of the crucial effects they exerted is immunesuppression, which was reported recently, however, the overall mechanism has not been fully addressed. In this study, it was shown that TAMs were enriched in colorectal cancer, and their infiltration was associated with VCAM1 expression. Human colorectal cancerderived CAFs can promote the adhesion of monocytes by upregulating VCAM1 expression in colorectal cancer cells. Furthermore, CAFs can attract monocytes by secreting IL8 rather than SDF1 and subsequently promote M2 polarization of macrophages, which synergize with CAFs in suppressing the functioning of natural killer (NK) cells. It was also found that CAFs promoted M2 macrophages recruitment in tumor tissue in vivo, and after VCAM1 knockingdown in tumor cells or depletion of macrophages, the protumor effect of CAFs was partly abolished, but no change was observed in NK cells infiltration. Collectively, the findings in this work show that TAMs and CAFs function synergistically in the tumor microenvironment and have the capacity to regulate NK cells in colorectal cancer and this presents a novel mechanism.",Rongsheng Zhang; Fan Qi; Fei Zhao; Geng Li; Shengli Shao; Xiaochao Zhang; Lifei Yuan; Yongdong Feng,Cancer microenvironment; Chemokines,"Cancer Research Institute, Tongji Hospital, Tongji Medical College, Huazhong University of Science and Technology, Wuhan, China; Department of OtolaryngologyHead and Neck Surgery, Tongji Hospital, Tongji Medical College, Huazhong University of Science and Technology, Wuhan, China; Jinzhou Medical University, Jinzhou, China; Cancer Research Institute, Tongji Hospital, Tongji Medical College, Huazhong University of Science and Technology, Wuhan, China; Cancer Research Institute, Tongji Hospital, Tongji Medical College, Huazhong University of Science and Technology, Wuhan, China; Cancer Research Institute, Tongji Hospital, Tongji Medical College, Huazhong University of Science and Technology, Wuhan, China; Cancer Research Institute, Tongji Hospital, Tongji Medical College, Huazhong University of Science and Technology, Wuhan, China; Cancer Research Institute, Tongji Hospital, Tongji Medical College, Huazhong University of Science and Technology, Wuhan, China"
eb3fe2f8236449669c2af0b3b066b672,Noninvasive assessment of hepatic mitochondrial metabolism by positional isotopomer NMR tracer analysis (PINTA),"Hepatic mitochondria play a central role in the regulation of intermediary metabolism and maintenance of normoglycemia, and there is great interest in assessing rates of hepatic mitochondrial citrate synthase flux (VCS) and pyruvate carboxylase flux (VPC) in vivo. Here, we show that a positional isotopomer NMR tracer analysis (PINTA) method can be used to noninvasively assess rates of VCS and VPC fluxes using a combined NMRgas chromatographymass spectrometry analysis of plasma following infusion of 313C]lactate and glucose tracer. PINTA measures VCS and VPC fluxes over a wide range of physiological conditions with minimal pyruvate cycling and detects increased hepatic VCS following treatment with a livertargeted mitochondrial uncoupler. Finally, validation studies in humans demonstrate that the VPCVCS ratio measured by PINTA is similar to that determined by in vivo NMR spectroscopy. This method will provide investigators with a relatively simple tool to noninvasively examine the role of altered hepatic mitochondrial metabolism. Liver mitochondrial metabolism plays an important role for glucose and lipid homeostasis and its alterations contribute to metabolic disorders, including fatty liver and diabetes. Here Perry et al. develop a method for the measurement of hepatic fluxes by using lactate and glucose tracers in combination with NMR spectroscopy.",Rachel J. Perry; Liang Peng; Gary W. Cline; Gina M. Butrico; Yongliang Wang; XianMan Zhang; Douglas L. Rothman; Kitt Falk Petersen; Gerald I. Shulman,Diagnostic markers; Metabolic syndrome; Nonalcoholic fatty liver disease; Translational research,"Departments of Internal Medicine, Yale University School of Medicine, New Haven, USA; Departments of Internal Medicine, Yale University School of Medicine, New Haven, USA; Departments of Internal Medicine, Yale University School of Medicine, New Haven, USA; Departments of Internal Medicine, Yale University School of Medicine, New Haven, USA; Departments of Internal Medicine, Yale University School of Medicine, New Haven, USA; Departments of Internal Medicine, Yale University School of Medicine, New Haven, USA; Departments of Radiology and Biomedical Imaging, Yale University School of Medicine, New Haven, USA; Departments of Biomedical Engineering, Yale University School of Medicine, New Haven, USA; Departments of Internal Medicine, Yale University School of Medicine, New Haven, USA; Departments of Internal Medicine, Yale University School of Medicine, New Haven, USA; Departments of Cellular and Molecular Physiology, Yale University School of Medicine, New Haven, USA; Departments of Howard Hughes Medical Institute, Yale University School of Medicine, New Haven, USA"
d7943396d1ac412cb3b4a457cf07e0e6,Mesenchymal stem cells secretomeinduced axonal outgrowth is mediated by BDNF,"Mesenchymal stem cells (MSCs) have been used for cellbased therapies in regenerative medicine, with increasing importance in central and peripheral nervous system repair. However, MSCs grafting present disadvantages, such as, a high number of cells required for transplantation and low survival rate when transplanted into the central nervous system (CNS). In line with this, MSCs secretome which present on its composition a wide range of molecules (neurotrophins, cytokines) and microvesicles, can be a solution to surpass these problems. However, the effect of MSCs secretome in axonal elongation is poorly understood. In this study, we demonstrate that application of MSCs secretome to both rat cortical and hippocampal neurons induces an increase in axonal length. In addition, we show that this growth effect is axonal intrinsic with no contribution from the cell body. To further understand which are the molecules required for secretomeinduced axonal outgrowth effect, we depleted brainderived neurotrophic factor (BDNF) from the secretome. Our results show that in the absence of BDNF, secretomeinduced axonal elongation effect is lost and that axons present a reduced axonal growth rate. Altogether, our results demonstrate that MSCs secretome is able to promote axonal outgrowth in CNS neurons and this effect is mediated by BDNF.",Luis F. Martins; Rui O. Costa; Joana R. Pedro; Paulo Aguiar; Sofia C. Serra; Fabio G. Teixeira; Nuno Sousa; Antonio J. Salgado; Ramiro D. Almeida,Mesenchymal stem cells; Neural stem cells,"CNC  Center for Neuroscience and Cell Biology, University of Coimbra, Coimbra, Portugal; PhD programme in Experimental Biology and Biomedicine (PDBEB), Center for Neuroscience and Cell Biology, University of Coimbra, Coimbra, Portugal; Institute for Interdisciplinary Research, University of Coimbra, Coimbra, Portugal; CNC  Center for Neuroscience and Cell Biology, University of Coimbra, Coimbra, Portugal; Institute for Interdisciplinary Research, University of Coimbra, Coimbra, Portugal; CNC  Center for Neuroscience and Cell Biology, University of Coimbra, Coimbra, Portugal; INEB  Instituto de Engenharia Biomedica, i3S  Instituto de Investigacao e Inovacao em Saude, Porto, Portugal; Life and Health Sciences Research Institute (ICVS), School of Medicine, University of Minho, Braga, Portugal; ICVS3B'sPT Government Associate Laboratory, BragaGuimaraes, Portugal; Life and Health Sciences Research Institute (ICVS), School of Medicine, University of Minho, Braga, Portugal; ICVS3B'sPT Government Associate Laboratory, BragaGuimaraes, Portugal; Life and Health Sciences Research Institute (ICVS), School of Medicine, University of Minho, Braga, Portugal; ICVS3B'sPT Government Associate Laboratory, BragaGuimaraes, Portugal; Life and Health Sciences Research Institute (ICVS), School of Medicine, University of Minho, Braga, Portugal; ICVS3B'sPT Government Associate Laboratory, BragaGuimaraes, Portugal; CNC  Center for Neuroscience and Cell Biology, University of Coimbra, Coimbra, Portugal; School of Health, Polytechnic of Porto (ESSIPP), Porto, Portugal; Institute for Interdisciplinary Research, University of Coimbra, Coimbra, Portugal"
3070b67efce8492298873ebcc6a68b61,Cell cycledependent phosphorylation regulates RECQL4 pathway choice and ubiquitination in DNA doublestrand break repair,"Pathway choice within DNA doublestrand break (DSB) repair is a tightly regulated process to maintain genome integrity. RECQL4, deficient in RothmundThomson Syndrome, promotes the two major DSB repair pathways, nonhomologous end joining (NHEJ) and homologous recombination (HR). Here we report that RECQL4 promotes and coordinates NHEJ and HR in different cell cycle phases. RECQL4 interacts with Ku70 to promote NHEJ in G1 when overall cyclindependent kinase (CDK) activity is low. During SG2 phases, CDK1 and CDK2 (CDK12) phosphorylate RECQL4 on serines 89 and 251, enhancing MRE11RECQL4 interaction and RECQL4 recruitment to DSBs. After phosphorylation, RECQL4 is ubiquitinated by the DDB1CUL4A E3 ubiquitin ligase, which facilitates its accumulation at DSBs. Phosphorylation of RECQL4 stimulates its helicase activity, promotes DNA end resection, increases HR and cell survival after ionizing radiation, and prevents cellular senescence. Collectively, we propose that RECQL4 modulates the pathway choice of NHEJ and HR in a cell cycledependent manner. DNA doublestrand break (DSB) repair is a tightly regulated process that can occur via nonhomologous end joining (NHEJ) or homologous recombination (HR). Here, the authors investigate how RECQL4 modulates DSB repair pathway choice by differentially regulating NHEJ and HR in a cell cycledependent manner.",Huiming Lu; Raghavendra A. Shamanna; Jessica K.  de Freitas; Mustafa Okur; Prabhat Khadka; Tomasz Kulikowicz; Priscella P. Holland; Jane Tian; Deborah L. Croteau; Anthony J. Davis; Vilhelm A. Bohr,DNA; Mechanisms of disease,"Laboratory of Molecular Gerontology, National Institute on Aging, National Institutes of Health, Baltimore, USA; Division of Molecular Radiation Biology, Department of Radiation Oncology, UT Southwestern Medical Center, Dallas, USA; Laboratory of Molecular Gerontology, National Institute on Aging, National Institutes of Health, Baltimore, USA; Laboratory of Molecular Gerontology, National Institute on Aging, National Institutes of Health, Baltimore, USA; Laboratory of Molecular Gerontology, National Institute on Aging, National Institutes of Health, Baltimore, USA; Laboratory of Molecular Gerontology, National Institute on Aging, National Institutes of Health, Baltimore, USA; Laboratory of Molecular Gerontology, National Institute on Aging, National Institutes of Health, Baltimore, USA; Laboratory of Molecular Gerontology, National Institute on Aging, National Institutes of Health, Baltimore, USA; Laboratory of Molecular Gerontology, National Institute on Aging, National Institutes of Health, Baltimore, USA; Laboratory of Molecular Gerontology, National Institute on Aging, National Institutes of Health, Baltimore, USA; Division of Molecular Radiation Biology, Department of Radiation Oncology, UT Southwestern Medical Center, Dallas, USA; Laboratory of Molecular Gerontology, National Institute on Aging, National Institutes of Health, Baltimore, USA"
540d87cd22f2465bb6eeb88e9b6edd5e,On the dynamics and control of mechanical properties of hierarchical rotating rigid unit auxetics,"In this work, we investigate the deformation mechanism of auxetic hierarchical rotating square systems through a dynamics approach. We show how their deformation behaviour, hence their mechanical properties and final configuration for a given applied load, can be manipulated solely by altering the resistance to rotational motion of the hinges within the system. This provides enhanced tunability without necessarily changing the geometry of the system, a phenomenon which is not typically observed in other nonhierarchical unimode auxetic systems. This gives this hierarchical system increased versatility and tunability thus making it more amenable to be employed in practical application which may range from smart filtration to smart dressings.",Krzysztof K. Dudek; Ruben Gatt; Luke Mizzi; Mirosaw R. Dudek; Daphne Attard; Kenneth E. Evans; Joseph N. Grima,Materials for devices; Mechanical engineering,"Metamaterials Unit, Faculty of Science, University of Malta, Msida, Malta; Institute of Physics, University of Zielona Gora, Zielona, Poland; Metamaterials Unit, Faculty of Science, University of Malta, Msida, Malta; Metamaterials Unit, Faculty of Science, University of Malta, Msida, Malta; Institute of Physics, University of Zielona Gora, Zielona, Poland; Metamaterials Unit, Faculty of Science, University of Malta, Msida, Malta; College of Engineering, Mathematics and Physical Sciences, University of Exeter, Exeter, UK; Metamaterials Unit, Faculty of Science, University of Malta, Msida, Malta; Department of Chemistry, Faculty of Science, University of Malta, Msida, Malta"
9603fcc979a442d7bd75f84635c1875f,Convergence of gut microbiotas in the adaptive radiations of African cichlid fishes,"Ecoevolutionary dynamics of the gut microbiota at the macroscale level, that is, in acrossspecies comparisons, are largely driven by ecological variables and host genotype. The repeated explosive radiations of African cichlid fishes in distinct lakes, following a dietary diversification in a context of reduced genetic diversity, provide a natural setup to explore convergence, divergence and repeatability in patterns of microbiota dynamics as a function of the host diet, phylogeny and environment. Here we characterized by 16S rRNA amplicon sequencing the gut microbiota of 29 cichlid species from two distinct lakesradiations (Tanganyika and Barombi Mbo) and across a broad dietary and phylogenetic range. Within each lake, a significant deviation between a carnivorous and herbivorous lifestyle was found. Herbivore species were characterized by an increased bacterial taxonomic and functional diversity and converged in key compositional and functional community aspects. Despite a significant lake effect on the microbiota structure, this process has occurred with remarkable parallels in the two lakes. A metabolic signature most likely explains this trend, as indicated by a significant enrichment in herbivoresomnivores of bacterial taxa and functions associated with fiber degradation and detoxification of plant chemical compounds. Overall, compositional and functional aspects of the gut microbiota individually and altogether validate and predict main cichlid dietary habits, suggesting a fundamental role of gut bacteria in cichlid niche expansion and adaptation.",Laura Baldo; Joan Lluis Pretus; Joan Lluis Riera; Zuzana Musilova; Arnold Roger Bitja Nyom; Walter Salzburger,Metagenomics; Microbial ecology; Microbiome,"Department of Evolutionary Biology, Ecology and Environmental Sciences, University of Barcelona, Barcelona, Spain; Department of Evolutionary Biology, Ecology and Environmental Sciences, University of Barcelona, Barcelona, Spain; Department of Evolutionary Biology, Ecology and Environmental Sciences, University of Barcelona, Barcelona, Spain; Zoological Institute, University of Basel, Basel, Switzerland; Department of Zoology, Charles University in Prague, Prague, Czech Republic; Faculty of Science, University of Ngaoundere, Ngaoundere, Cameroon; Zoological Institute, University of Basel, Basel, Switzerland"
82f82dba74f7478f84b79c7c9ccdca88,Calmodulin is responsible for Ca 2 dependent regulation of TRPA1 Channels,"TRPA1 is a Ca2permeable ion channel involved in many sensory disorders such as pain, itch and neuropathy. Notably, the function of TRPA1 depends on Ca2, with low Ca2 potentiating and high Ca2 inactivating TRPA1. However, it remains unknown how Ca2 exerts such contrasting effects. Here, we show that Ca2 regulates TRPA1 through calmodulin, which binds to TRPA1 in a Ca2dependent manner. Calmodulin binding enhanced TRPA1 sensitivity and Ca2evoked potentiation of TRPA1 at low Ca2, but inhibited TRPA1 sensitivity and promoted TRPA1 desensitization at high Ca2. Ca2dependent potentiation and inactivation of TRPA1 were selectively prevented by disrupting the interaction of the carboxylobe of calmodulin with a calmodulinbinding domain in the Cterminus of TRPA1. Calmodulin is thus a critical Ca2 sensor enabling TRPA1 to respond to diverse Ca2 signals distinctly.",Raquibul Hasan; Alasdair T. S. LeesonPayne; Jonathan H. Jaggar; Xuming Zhang,Ion channels in the nervous system; Somatic system,"School of Medicine, Medical Sciences  Nutrition, University of Aberdeen, Foresterhill, United Kingdom; Department of Physiology, University of Tennessee Health Science Center, Memphis, USA; Department of Pharmacology, University of Cambridge, Cambridge, United Kingdom; School of Medicine, Medical Sciences  Nutrition, University of Aberdeen, Foresterhill, United Kingdom; Department of Physiology, University of Tennessee Health Science Center, Memphis, USA; School of Medicine, Medical Sciences  Nutrition, University of Aberdeen, Foresterhill, United Kingdom; Department of Pharmacology, University of Cambridge, Cambridge, United Kingdom; Schcool of Life  Health Sciences, Aston University, Aston triangle, United Kingdom"
86903e1337ed4452be0c56200c4515ac,Microfluidic differential immunocapture biochip for specific leukocyte counting,"This protocol from Hassan et al. describes a microfluidic chip that uses an immunocapture chamber to count CD4 and CD8 cells in whole blood for HIVAIDS diagnostics. The chip can be adapted for different cell types and research applications. Enumerating specific cell types from whole blood can be very useful for research and diagnostic purposese.g., for counting of CD4 and CD8 T cells in HIVAIDS diagnostics. We have developed a biosensor based on a differential immunocapture technology to enumerate specific cells in 30 min using 10 l of blood. This paper provides a comprehensive stepwise protocol to replicate our biosensor for CD4 and CD8 cell counts. The biochip can also be adapted to enumerate other specific cell types such as somatic cells or cells from tissue or liquid biopsies. Capture of other specific cells requires immobilization of their corresponding antibodies within the capture chamber. Therefore, this protocol is useful for research into areas surrounding immunocapturebased biosensor development. The biosensor production requires 24 h, a onetime cell capture optimization takes 69 h, and the final cell counting experiment in a laboratory environment requires 30 min to complete.",Umer Hassan; Nicholas N Watkins; Bobby Reddy; Gregory Damhorst; Rashid Bashir,Biosensors; Immunological techniques; Microfluidics; T cells,"Department of Electrical and Computer Engineering, University of Illinois at UrbanaChampaign, William L. Everitt Laboratory, Urbana, USA; Micro and Nanotechnology Laboratory, University of Illinois at UrbanaChampaign, Urbana, USA; Department of Bioengineering, University of Illinois at UrbanaChampaign, Urbana, USA; Biomedical Research Center, Carle Foundation Hospital, Urbana, USA; Department of Electrical and Computer Engineering, University of Illinois at UrbanaChampaign, William L. Everitt Laboratory, Urbana, USA; Present address: Lawrence Livermore National Laboratory, Livermore, California, USA., 
                  ; Micro and Nanotechnology Laboratory, University of Illinois at UrbanaChampaign, Urbana, USA; Department of Bioengineering, University of Illinois at UrbanaChampaign, Urbana, USA; Biomedical Research Center, Carle Foundation Hospital, Urbana, USA; Micro and Nanotechnology Laboratory, University of Illinois at UrbanaChampaign, Urbana, USA; Department of Bioengineering, University of Illinois at UrbanaChampaign, Urbana, USA; Biomedical Research Center, Carle Foundation Hospital, Urbana, USA; Department of Electrical and Computer Engineering, University of Illinois at UrbanaChampaign, William L. Everitt Laboratory, Urbana, USA; Micro and Nanotechnology Laboratory, University of Illinois at UrbanaChampaign, Urbana, USA; Department of Bioengineering, University of Illinois at UrbanaChampaign, Urbana, USA; Biomedical Research Center, Carle Foundation Hospital, Urbana, USA"
